Cluster,HHID,UrbanRural,ComputerAccess,MobileAccess,InternetAccess,hhweight
14,7,1,NA,NA,NA,0
14,8,1,1,1,1,1.645145985
14,9,1,1,1,1,1.645145985
14,10,1,1,1,1,1.281973304
14,11,1,2,1,1,0.832203822
14,12,1,1,1,1,0.973279338
14,13,1,2,1,1,0.973279338
14,14,1,1,1,1,0.973279338
14,15,1,1,1,1,0.973279338
14,16,1,1,1,1,0.973279338
14,17,1,1,1,1,0.973279338
14,18,1,1,1,1,1.645145985
14,19,1,2,1,1,1.021880885
14,20,1,2,1,1,0.973279338
15,1,1,1,1,1,1.470172531
15,2,1,2,1,1,1.116160956
15,3,1,NA,NA,NA,0
15,4,1,1,1,1,1.116160956
15,5,1,NA,NA,NA,0
15,6,1,2,1,1,1.116160956
15,7,1,1,1,1,1.886660534
15,8,1,1,1,1,1.470172531
15,9,1,1,1,1,1.116160956
15,10,1,1,1,1,1.116160956
15,11,1,1,1,1,1.470172531
15,12,1,NA,NA,NA,0
15,13,1,1,1,1,0.954374943
15,14,1,1,1,1,1.116160956
15,15,1,1,1,1,1.116160956
15,16,1,2,1,1,1.116160956
15,17,1,1,1,1,1.116160956
15,18,1,1,1,1,1.116160956
15,19,1,1,1,1,1.116160956
15,20,1,2,1,2,1.470172531
16,1,1,1,1,1,1.213903925
16,2,1,1,1,1,1.213903925
16,3,1,1,1,1,1.213903925
16,4,1,1,1,1,1.213903925
16,5,1,2,2,2,0.921600789
16,6,1,NA,NA,NA,0
16,7,1,1,1,1,1.213903925
16,8,1,1,1,1,1.557793101
16,9,1,1,1,1,1.213903925
16,10,1,1,1,1,1.213903925
16,11,1,1,1,1,1.213903925
16,12,1,1,1,1,1.557793101
16,13,1,NA,NA,NA,0
16,14,1,NA,NA,NA,0
16,15,1,2,1,1,1.213903925
16,16,1,1,1,1,1.557793101
16,17,1,1,1,1,0.921600789
16,18,1,1,1,1,1.213903925
16,19,1,1,1,1,0.788016008
16,20,1,1,1,1,1.213903925
17,1,1,1,1,1,0.959200869
17,2,1,1,1,1,1.230934727
17,3,1,1,1,2,1.230934727
17,4,1,1,1,1,1.230934727
17,5,1,1,1,1,0.959200869
17,6,1,1,1,1,0.728229195
17,7,1,1,1,1,1.230934727
17,8,1,2,1,2,0.622673364
17,9,1,2,1,1,0.622673364
17,10,1,2,1,1,0.959200869
17,11,1,2,1,1,0.728229195
17,12,1,1,1,1,0.728229195
17,13,1,1,1,1,0.959200869
17,14,1,1,1,1,1.230934727
17,15,1,2,1,1,0.728229195
17,16,1,2,1,1,0.59448659
17,17,1,2,1,2,0.622673364
17,18,1,2,1,2,0.622673364
17,19,1,1,1,1,0.959200869
17,20,1,1,1,1,0.959200869
18,1,1,1,1,1,0.780511094
18,2,1,1,1,1,0.912823639
18,3,1,1,1,1,1.542956976
18,4,1,1,1,1,1.542956976
18,5,1,1,1,1,1.202342935
18,6,1,1,1,1,0.780511094
18,7,1,2,1,1,1.202342935
18,8,1,1,1,1,0.912823639
18,9,1,NA,NA,NA,0
18,10,1,NA,NA,NA,0
18,11,1,1,1,1,1.202342935
18,12,1,2,1,2,0.912823639
18,13,1,1,1,1,0.912823639
18,14,1,2,1,1,0.912823639
18,15,1,1,1,1,1.202342935
18,16,1,1,1,1,1.542956976
18,17,1,2,2,1,0.912823639
18,18,1,1,1,1,1.542956976
18,19,1,NA,NA,NA,0
18,20,1,2,1,1,1.202342935
19,1,1,1,1,1,1.451923667
19,2,1,1,1,1,1.451923667
19,3,1,1,1,1,1.451923667
19,4,1,1,1,1,1.1314056
19,5,1,1,1,1,1.451923667
19,6,1,1,1,1,1.451923667
19,7,1,1,1,1,1.1314056
19,8,1,1,1,1,1.1314056
19,9,1,1,1,1,1.1314056
19,10,1,1,1,1,1.451923667
19,11,1,NA,NA,NA,0
19,12,1,1,1,1,1.1314056
19,13,1,1,1,1,1.451923667
19,14,1,1,1,1,1.451923667
19,15,1,1,1,1,1.451923667
19,16,1,1,1,1,1.1314056
19,17,1,1,1,1,1.1314056
19,18,1,1,1,1,1.451923667
19,19,1,1,1,1,1.451923667
19,20,1,1,1,1,1.1314056
20,1,1,1,1,1,1.44380824
20,2,1,1,1,1,1.125081686
20,3,1,1,1,1,1.125081686
20,4,1,1,1,1,0.7303563
20,5,1,NA,NA,NA,0
20,6,1,2,1,2,0.854166585
20,7,1,NA,NA,NA,0
20,8,1,1,1,1,1.125081686
20,9,1,2,1,1,1.125081686
20,10,1,2,1,1,0.7303563
20,11,1,1,1,1,0.854166585
20,12,1,2,1,1,0.854166585
20,13,1,1,1,1,0.854166585
20,14,1,2,1,1,0.854166585
20,15,1,2,1,1,1.125081686
20,16,1,1,1,1,0.697295006
20,17,1,1,1,1,1.125081686
20,18,1,1,1,1,0.854166585
20,19,1,1,1,1,1.125081686
20,20,1,1,1,2,1.125081686
21,1,1,2,1,2,0.720191345
21,2,1,1,1,1,0.720191345
21,3,1,2,1,1,0.720191345
21,4,1,2,1,1,0.948613663
21,5,1,1,1,1,0.948613663
21,6,1,1,1,1,0.948613663
21,7,1,NA,NA,NA,0
21,8,1,2,1,1,0.720191345
21,9,1,1,1,1,0.720191345
21,10,1,1,1,1,0.720191345
21,11,1,1,1,1,0.948613663
21,12,1,1,1,1,0.720191345
21,13,1,2,1,1,0.720191345
21,14,1,1,1,1,0.720191345
21,15,1,1,1,1,0.948613663
21,16,1,2,1,1,0.720191345
21,17,1,NA,NA,NA,0
21,18,1,1,1,1,0.948613663
21,19,1,1,1,1,0.948613663
21,20,1,2,1,1,0.720191345
22,1,1,1,1,1,1.213903925
22,2,1,1,1,1,0.921600789
22,3,1,1,1,1,1.213903925
22,4,1,1,1,1,0.921600789
22,5,1,2,1,1,0.921600789
22,6,1,1,1,1,1.557793101
22,7,1,NA,NA,NA,0
22,8,1,1,1,1,1.213903925
22,9,1,2,1,1,0.788016008
22,10,1,1,1,1,1.213903925
22,11,1,1,1,1,1.213903925
22,12,1,1,1,1,0.921600789
22,13,1,2,1,1,0.921600789
22,14,1,NA,NA,NA,0
22,15,1,NA,NA,NA,0
22,16,1,2,1,1,1.557793101
22,17,1,1,1,1,1.557793101
22,18,1,1,1,1,0.921600789
22,19,1,1,1,1,1.557793101
22,20,1,1,1,1,1.557793101
23,1,2,2,1,1,1.111160867
23,2,2,2,1,2,0.843597843
23,3,2,2,1,2,0.721319483
23,4,2,2,1,1,0.721319483
23,5,2,1,1,1,1.111160867
23,6,2,2,1,2,0.843597843
23,7,2,2,2,2,0.721319483
23,8,2,1,1,1,1.111160867
23,9,2,1,1,1,0.843597843
23,10,2,1,1,1,0.721319483
23,11,2,2,1,2,0.721319483
23,12,2,2,1,2,0.843597843
23,13,2,1,1,1,1.111160867
23,14,2,2,1,1,0.688667261
23,15,2,1,1,1,1.425943766
23,16,2,1,1,1,0.843597843
23,17,2,NA,NA,NA,0
23,18,2,1,1,1,0.721319483
23,19,2,1,1,1,1.111160867
23,20,2,NA,NA,NA,0
24,1,2,1,1,1,1.119578753
24,2,2,1,1,1,1.43674637
24,3,2,2,1,1,0.726784025
24,4,2,1,1,1,1.43674637
24,5,2,2,1,1,0.726784025
24,6,2,2,1,1,1.119578753
24,7,2,2,1,2,0.726784025
24,8,2,2,1,1,1.119578753
24,9,2,1,1,1,1.43674637
24,10,2,2,1,2,0.726784025
24,11,2,1,1,1,1.119578753
24,12,2,1,1,1,0.726784025
24,13,2,1,1,1,0.849988736
24,14,2,2,1,1,1.119578753
24,15,2,2,1,1,0.726784025
24,16,2,2,1,1,0.726784025
24,17,2,1,1,1,1.119578753
24,18,2,1,1,1,0.849988736
24,19,2,2,1,1,1.119578753
24,20,2,2,1,1,0.726784025
25,1,2,2,1,1,1.43674637
25,2,2,2,2,2,0.726784025
25,3,2,2,1,2,0.726784025
25,4,2,2,1,2,0.726784025
25,5,2,1,1,1,1.119578753
25,6,2,2,1,1,0.849988736
25,7,2,2,1,1,0.726784025
25,8,2,2,1,1,0.849988736
25,9,2,2,1,1,0.726784025
25,10,2,1,1,1,0.849988736
25,11,2,1,1,1,1.119578753
25,12,2,1,1,1,1.43674637
25,13,2,1,1,1,0.849988736
25,14,2,2,1,1,0.849988736
25,15,2,2,1,1,0.726784025
25,16,2,2,1,1,0.726784025
25,17,2,1,1,1,1.119578753
25,18,2,2,1,1,1.119578753
25,19,2,2,1,2,0.726784025
25,20,2,1,1,1,1.119578753
26,1,2,2,1,1,0.849988736
26,2,2,2,1,1,1.119578753
26,3,2,2,1,1,0.726784025
26,4,2,1,1,1,1.119578753
26,5,2,1,1,1,0.849988736
26,6,2,1,1,1,1.119578753
26,7,2,1,1,1,0.726784025
26,8,2,1,1,1,0.849988736
26,9,2,2,1,1,0.693884437
26,10,2,1,1,1,1.119578753
26,11,2,1,1,1,0.849988736
26,12,2,1,1,1,1.43674637
26,13,2,2,1,2,0.849988736
26,14,2,1,1,1,0.849988736
26,15,2,2,1,2,0.726784025
26,16,2,1,1,1,1.119578753
26,17,2,1,1,1,0.849988736
26,18,2,NA,NA,NA,0
26,19,2,NA,NA,NA,0
26,20,2,2,1,1,0.849988736
27,1,2,2,1,1,1.102085335
27,2,2,2,1,1,0.715428024
27,3,2,1,1,1,0.715428024
27,4,2,2,1,1,1.102085335
27,5,2,2,1,2,0.715428024
27,6,2,1,1,1,0.836707662
27,7,2,2,1,1,0.683042493
27,8,2,2,1,1,0.715428024
27,9,2,1,1,1,1.102085335
27,10,2,2,1,1,0.683042493
27,11,2,2,1,1,0.715428024
27,12,2,1,1,1,1.102085335
27,13,2,1,1,1,0.683042493
27,14,2,2,1,1,1.414297208
27,15,2,2,1,2,0.715428024
27,16,2,1,1,1,0.836707662
27,17,2,2,1,2,0.715428024
27,18,2,2,1,1,0.715428024
27,19,2,2,1,1,0.683042493
27,20,2,1,1,1,0.836707662
28,1,2,2,1,1,0.767972279
28,2,2,1,1,1,0.767972279
28,3,2,1,1,1,0.767972279
28,4,2,2,1,1,1.298112948
28,5,2,1,1,1,0.656655741
28,6,2,2,1,1,0.626930676
28,7,2,2,1,1,1.298112948
28,8,2,2,1,1,1.298112948
28,9,2,2,1,1,1.011549224
28,10,2,9,9,9,0.656655741
28,11,2,1,1,1,1.011549224
28,12,2,1,1,1,0.656655741
28,13,2,2,1,1,0.656655741
28,14,2,1,1,1,0.767972279
28,15,2,1,1,1,1.011549224
28,16,2,2,1,1,1.011549224
28,17,2,2,1,1,0.656655741
28,18,2,2,1,2,0.656655741
28,19,2,1,1,1,0.656655741
28,20,2,2,1,1,1.011549224
29,1,2,1,1,1,0.726784025
29,2,2,2,1,2,0.726784025
29,3,2,2,1,1,0.693884437
29,4,2,1,1,1,0.892433659
29,5,2,1,1,1,0.726784025
29,6,2,2,1,1,1.119578753
29,7,2,2,1,2,0.693884437
29,8,2,2,1,1,0.849988736
29,9,2,1,1,1,1.43674637
29,10,2,2,1,1,1.119578753
29,11,2,2,1,1,1.43674637
29,12,2,1,1,1,0.693884437
29,13,2,2,1,1,1.43674637
29,14,2,2,1,1,0.849988736
29,15,2,2,1,2,0.726784025
29,16,2,2,1,1,0.849988736
29,17,2,1,1,1,0.693884437
29,18,2,2,2,2,0.726784025
29,19,2,2,1,1,0.726784025
29,20,2,1,1,1,0.693884437
30,1,1,1,1,1,1.574365368
30,2,1,1,1,1,1.226817796
30,3,1,1,1,1,1.574365368
30,4,1,1,1,1,0.931405053
30,5,1,1,1,1,1.226817796
30,6,1,1,1,1,1.226817796
30,7,1,1,1,1,1.226817796
30,8,1,NA,NA,NA,0
30,9,1,2,1,1,0.931405053
30,10,1,1,1,1,1.226817796
30,11,1,2,1,1,0.931405053
30,12,1,1,1,1,0.931405053
30,13,1,1,1,1,1.226817796
30,14,1,1,1,1,1.226817796
30,15,1,1,1,1,1.226817796
30,16,1,NA,NA,NA,0
30,17,1,NA,NA,NA,0
30,18,1,1,1,1,1.226817796
30,19,1,1,1,1,1.226817796
30,20,1,NA,NA,NA,0
31,1,1,1,1,1,1.242733822
31,2,1,1,1,1,1.242733822
31,3,1,1,1,1,1.242733822
31,4,1,1,1,1,0.968395266
31,5,1,1,1,1,0.968395266
31,6,1,1,1,1,0.968395266
31,7,1,1,1,1,0.968395266
31,8,1,1,1,1,0.968395266
31,9,1,1,1,1,0.735209618
31,10,1,1,1,1,1.242733822
31,11,1,1,1,1,0.968395266
31,12,1,1,1,1,0.968395266
31,13,1,NA,NA,NA,0
31,14,1,1,1,1,0.735209618
31,15,1,NA,NA,NA,0
31,16,1,1,1,1,0.968395266
31,17,1,NA,NA,NA,0
31,18,1,1,1,1,0.968395266
31,19,1,1,1,1,0.968395266
31,20,1,1,1,1,1.242733822
32,1,1,1,1,1,0.363658982
32,2,1,1,1,1,0.276091376
32,3,1,2,1,1,0.363658982
32,4,1,1,1,1,0.466680634
32,5,1,1,1,1,0.276091376
32,6,1,2,1,1,0.276091376
32,7,1,1,1,1,0.276091376
32,8,1,1,1,1,0.276091376
32,9,1,2,1,1,0.276091376
32,10,1,2,1,1,0.276091376
32,11,1,1,1,1,0.276091376
32,12,1,NA,NA,NA,0
32,13,1,NA,NA,NA,0
32,14,1,NA,NA,NA,0
32,15,1,2,1,1,0.363658982
32,16,1,NA,NA,NA,0
32,17,1,1,1,1,0.363658982
32,18,1,1,1,1,0.363658982
32,19,1,1,1,1,0.363658982
32,20,1,1,1,1,0.466680634
33,1,2,1,1,1,1.119578753
33,2,2,1,1,1,1.43674637
33,3,2,1,1,1,1.43674637
33,4,2,NA,NA,NA,0
33,5,2,1,1,1,1.43674637
33,6,2,1,1,1,1.119578753
33,7,2,1,1,1,0.849988736
33,8,2,2,1,1,0.849988736
33,9,2,1,1,1,1.119578753
33,10,2,1,1,1,1.43674637
33,11,2,1,1,1,1.43674637
33,12,2,NA,NA,NA,0
33,13,2,1,1,1,1.43674637
33,14,2,2,1,1,0.849988736
33,15,2,1,1,1,1.119578753
33,16,2,1,1,1,1.119578753
33,17,2,1,1,1,1.119578753
33,18,2,1,1,1,1.119578753
33,19,2,1,1,1,1.119578753
33,20,2,1,1,1,1.119578753
34,1,2,1,1,1,0.693884437
34,2,2,2,2,2,0.726784025
34,3,2,2,1,1,0.726784025
34,4,2,2,1,1,0.726784025
34,5,2,1,1,1,0.849988736
34,6,2,2,2,2,0.849988736
34,7,2,2,1,1,1.43674637
34,8,2,1,1,1,0.849988736
34,9,2,1,1,1,1.119578753
34,10,2,2,1,1,0.849988736
34,11,2,1,1,1,1.119578753
34,12,2,1,1,1,1.119578753
34,13,2,1,1,1,0.726784025
34,14,2,2,1,2,0.726784025
34,15,2,1,1,1,1.119578753
34,16,2,1,1,1,0.849988736
34,17,2,2,1,1,0.726784025
34,18,2,2,1,1,0.726784025
34,19,2,NA,NA,NA,0
34,20,2,NA,NA,NA,0
35,1,1,1,1,1,0.642778707
35,2,1,1,1,1,0.642778707
35,3,1,1,1,1,0.38027217
35,4,1,1,1,1,0.38027217
35,5,1,2,1,1,0.642778707
35,6,1,1,1,1,0.642778707
35,7,1,NA,NA,NA,0
35,8,1,1,1,1,0.38027217
35,9,1,1,1,1,0.642778707
35,10,1,1,1,1,0.642778707
35,11,1,1,1,1,0.642778707
35,12,1,1,1,1,0.642778707
35,13,1,1,1,2,0.500882687
35,14,1,2,1,1,0.642778707
35,15,1,1,1,1,0.38027217
35,16,1,1,1,1,0.642778707
35,17,1,1,1,1,0.38027217
35,18,1,2,1,1,0.38027217
35,19,1,1,1,1,0.38027217
35,20,1,1,1,1,0.642778707
36,1,1,1,1,1,0.269341076
36,2,1,1,1,1,0.354767696
36,3,1,1,1,1,0.219875362
36,4,1,1,1,1,0.455270519
36,5,1,1,1,1,0.455270519
36,6,1,1,1,1,0.455270519
36,7,1,2,1,1,0.455270519
36,8,1,2,1,1,0.455270519
36,9,1,1,1,1,0.455270519
36,10,1,1,1,1,0.455270519
36,11,1,1,1,1,0.455270519
36,12,1,1,1,1,0.455270519
36,13,1,2,1,1,0.455270519
36,14,1,1,1,1,0.455270519
36,15,1,1,1,1,0.455270519
36,16,1,NA,NA,NA,0
36,17,1,1,1,1,0.455270519
36,18,1,1,1,1,0.269341076
36,19,1,1,1,1,0.455270519
36,20,1,1,1,2,0.455270519
37,1,1,1,1,1,1.111073021
37,2,1,1,1,1,1.111073021
37,3,1,2,1,1,0.865799123
37,4,1,NA,NA,NA,0
37,5,1,1,1,1,0.865799123
37,6,1,1,1,1,0.65731821
37,7,1,2,1,1,0.65731821
37,8,1,1,1,1,0.865799123
37,9,1,1,1,1,1.111073021
37,10,1,1,1,1,1.111073021
37,11,1,1,1,1,0.865799123
37,12,1,NA,NA,NA,0
37,13,1,2,1,1,1.111073021
37,14,1,1,1,1,1.111073021
37,15,1,1,1,1,0.865799123
37,16,1,1,1,1,0.865799123
37,17,1,NA,NA,NA,0
37,18,1,1,1,1,1.111073021
37,19,1,1,1,1,0.865799123
37,20,1,2,1,1,0.65731821
38,1,2,2,1,1,0.665562624
38,2,2,2,1,1,0.815295318
38,3,2,2,1,1,0.69711937
38,4,2,2,1,1,1.073881661
38,5,2,2,1,1,0.665562624
38,6,2,2,1,1,0.665562624
38,7,2,2,1,1,0.665562624
38,8,2,2,1,1,0.69711937
38,9,2,1,1,1,0.665562624
38,10,2,2,2,2,0.69711937
38,11,2,1,1,1,1.073881661
38,12,2,2,1,1,0.815295318
38,13,2,1,1,1,0.69711937
38,14,2,2,1,1,0.665562624
38,15,2,2,1,1,0.69711937
38,16,2,1,1,1,0.815295318
38,17,2,2,1,1,1.073881661
38,18,2,1,1,1,0.815295318
38,19,2,1,1,1,0.69711937
38,20,2,2,1,1,0.665562624
39,1,1,1,1,1,0.56026335
39,2,1,1,1,1,0.56026335
39,3,1,2,1,1,0.363699696
39,4,1,1,1,1,0.56026335
39,5,1,2,2,1,0.42535421
39,6,1,2,1,1,0.56026335
39,7,1,1,1,1,0.56026335
39,8,1,1,1,1,0.56026335
39,9,1,2,1,1,0.42535421
39,10,1,NA,NA,NA,0
39,11,1,1,1,1,0.363699696
39,12,1,2,1,1,0.56026335
39,13,1,2,1,1,0.718981431
39,14,1,2,1,1,0.42535421
39,15,1,1,1,1,0.56026335
39,16,1,1,1,1,0.56026335
39,17,1,1,1,1,0.363699696
